Even,Ten,Odd,Negative,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,starttrain.started,key_resp.started,text.started,starttrain.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Even_Train.started,text_2.started,Even_Train.stopped,text_2.stopped,starttest.started,text_4.started,key_resp_2.started,starttest.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Even_Test.started,text_5.started,key_resp_3.started,Even_Test.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Ten_Train.started,text_7.started,text_7.stopped,Ten_Train.stopped,Ten_Test.started,text_8.started,key_resp_4.started,Ten_Test.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Odd_Train.started,text_3.started,Odd_Train.stopped,Odd_Test.started,text_9.started,key_resp_6.started,Odd_Test.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Negative_Train.started,text_10.started,Negative_Train.stopped,text_10.stopped,Negative_Test.started,text_11.started,key_resp_7.started,Negative_Test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Even2.started,text_12.started,Even2.stopped,text_12.stopped,even2test.started,text_13.started,key_resp_8.started,even2test.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,ten2.started,text_14.started,ten2.stopped,text_14.stopped,ten2test.started,text_15.started,key_resp_9.started,ten2test.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,odd2.started,text_16.started,odd2.stopped,text_16.stopped,odd2test.started,text_17.started,key_resp_10.started,odd2test.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,neg2.started,text_18.started,neg2.stopped,text_18.stopped,neg2test.started,text_19.started,key_resp_11.started,neg2test.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,161.85164487501606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.84390087495558,161.85164487501606,163.84349374985322,163.84669387480244,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.84356433385983,163.84669387480244,163.84669387480244,165.14726349990815,space,1.2982055831234902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,165.15906491689384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.1519214999862,165.15906491689384,165.15906491689384,166.85945262480527,right,1.6942610831465572,None,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,166.8641412500292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.85985637502745,166.8641412500292,166.8641412500292,168.0774759168271,left,1.2054765420034528,None,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,168.09153908398002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.07984916702844,168.09153908398002,168.09153908398002,169.43087145895697,left,1.3333267089910805,None,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,169.44333804189228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.43134270887822,169.44333804189228,169.44333804189228,170.04356316686608,right,0.5898286260198802,None,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,170.0523411249742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.04407608392648,170.0523411249742,170.0523411249742,171.2637830839958,right,1.2009672510903329,None,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,171.27590875001624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.2649403749965,171.27590875001624,171.27590875001624,171.9120082918089,left,0.6355821259785444,None,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.9126133339014,171.91862179199234,171.91862179199234,173.69713783380575,space,1.7663455840665847,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,173.71326462482102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.70205504191108,173.71326462482102,175.70940645900555,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,175.7134188748896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.70963966683485,175.7134188748896,177.69694720883854,177.7112246248871,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,177.7112246248871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.69735245895572,177.7112246248871,179.699903416913,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,179.70917349983938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.70034124981612,179.70917349983938,181.69611716689542,181.70995483384468,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,181.70995483384468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.69651187490672,181.70995483384468,183.6957734588068,183.71000466682017,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,183.71000466682017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.69650654192083,183.71000466682017,185.69549024989828,185.71005404181778,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.69565695896745,185.71005404181778,185.71005404181778,187.41257091681473,space,1.6930373748764396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,187.4297319999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.41849895892665,187.4297319999896,187.4297319999896,188.60937491687946,right,1.1776837091892958,None,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,188.61411074991338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.60977420886047,188.61411074991338,188.61411074991338,189.9813183338847,left,1.3667791669722646,None,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,189.99266849993728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.982044583885,189.99266849993728,189.99266849993728,191.71000866685063,left,1.7158908748533577,None,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,191.71596387494355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.71036445884965,191.71596387494355,191.71596387494355,192.6288901248481,left,0.9024754168931395,None,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,192.6432944999542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.62959270901047,192.6432944999542,192.6432944999542,193.81375887501054,left,1.1690050829201937,None,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,193.82653645891696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.81523879198357,193.82653645891696,193.82653645891696,194.27687041694298,right,0.4439682918600738,None,390989,001,2023-11-13_15h32.48.892,main,2023.2.3,None,2023-11-13 15h33.01.438496 -0500,
