Even,Ten,Odd,Negative,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,starttrain.started,key_resp.started,text.started,starttrain.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Even_Train.started,text_2.started,Even_Train.stopped,text_2.stopped,starttest.started,text_4.started,key_resp_2.started,starttest.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Even_Test.started,text_5.started,key_resp_3.started,Even_Test.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Ten_Train.started,text_7.started,Ten_Train.stopped,Ten_Test.started,text_8.started,key_resp_4.started,Ten_Test.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Odd_Train.started,text_3.started,text_3.stopped,Odd_Train.stopped,Odd_Test.started,text_9.started,key_resp_6.started,Odd_Test.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Negative_Train.started,text_10.started,Negative_Train.stopped,text_10.stopped,Negative_Test.started,text_11.started,key_resp_7.started,Negative_Test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Even2.started,text_12.started,Even2.stopped,even2test.started,text_13.started,key_resp_8.started,even2test.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,ten2.started,text_14.started,text_14.stopped,ten2.stopped,ten2test.started,text_15.started,key_resp_9.started,ten2test.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,odd2.started,text_16.started,odd2.stopped,text_16.stopped,odd2test.started,text_17.started,key_resp_10.started,odd2test.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,neg2.started,text_18.started,neg2.stopped,neg2test.started,text_19.started,key_resp_11.started,neg2test.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,164.70266704098321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.69673337507993,164.70266704098321,166.69955062493682,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.69975383300334,166.7133131250739,166.7133131250739,169.18313295789994,space,2.454216499812901,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,169.1995609998703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.18835854087956,169.1995609998703,169.1995609998703,173.11321512493305,right,3.909850250929594,None,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,173.124232375063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.11402529105544,173.124232375063,173.124232375063,176.94671679101884,left,3.817061417037621,None,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,176.95717000006698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.94734341604635,176.95717000006698,176.95717000006698,178.41337625007145,right,1.4497980009764433,None,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,178.4258317500353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.4140819159802,178.4258317500353,178.4258317500353,179.6299905409105,left,1.2004370011854917,None,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,179.640017000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.63057295791805,179.640017000027,179.640017000027,180.86764850001782,right,1.2183475838974118,None,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,180.87969266599976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.86818325007334,180.87969266599976,180.87969266599976,181.93297449988313,left,1.0512589579448104,None,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.9333233749494,181.94649691600353,181.94649691600353,183.25034791603684,space,1.301642999984324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
12,260,51,-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,183.2673938749358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.25791112496518,183.2673938749358,185.26322020799853,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
8,640,3,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,185.2720704160165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.2636458328925,185.2720704160165,187.26526508294046,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
4,80,33,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,187.27991854096763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.26560987508856,187.27991854096763,189.26303379097953,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
6,20,21,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,189.27222237503156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.26346891606227,189.27222237503156,191.26291837496683,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
40,30,91,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,191.27071745786816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.26333070802502,191.27071745786816,193.2649823750835,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
98,170,77,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,193.2797365828883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.26539641595446,193.2797365828883,195.26600941596553,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.26607587491162,195.27959683304653,195.27959683304653,197.61341274995357,space,2.3281756669748574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"42, 88, 20","180, 60, 50","463, 515, 119","-30, -61, -122",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,197.63195762503892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.62044358300045,197.63195762503892,197.63195762503892,199.2631966660265,right,1.6309825009666383,None,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"189, 77, 95","66, 138, 284","154, 166, 92","261, 67, 45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,199.27220208290964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.26391700003296,199.27220208290964,199.27220208290964,199.818155082874,left,0.5434129999484867,None,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"400, 76, 14","120, 270, 20","25, 87, 119","-16, -40, -27",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,199.82932779099792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.81886349990964,199.82932779099792,199.82932779099792,200.28677075007,right,0.45439879200421274,None,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"222, 50, 90","280, 20, 170","583, 261, 513","-160, -50, -266",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,200.30002208286896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.28750295797363,200.30002208286896,200.30002208286896,200.8480071660597,right,0.5412842920050025,None,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"287,53,49","71, 24, 603","86, 150, 140","248, 9, 139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,200.8591698750388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.84897662489675,200.8591698750388,200.8591698750388,201.4471362910699,left,0.5789874589536339,None,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
"221,63,111","22, 44, 509","162, 70, 118","219, 288, 39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,201.45948074990883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.4484449159354,201.45948074990883,201.45948074990883,202.0003026658669,left,0.5307973751332611,None,577393,001,2023-11-13_15h11.03.761,main,2023.2.3,None,2023-11-13 15h11.12.157475 -0500,
